BiGG	formula	charge
dpgpg	C46H94O8P	-1.0
dpgps	C46H93NO8P	-1.0
drib	C5H10O4	0.0
dsbaox	H*	0.0
dsbard	H*	0.0
dsbcox	H*	0.0
dsbcrd	H*	0.0
dsbdox	H*	0.0
dsbdrd	H*	0.0
dsbgox	H*	0.0
dsbgrd	H*	0.0
dscl	C42H48N4O16	0.0
dsmsterol	C27H44O	0.0
dtbt	C10H18N2O3	0.0
dtdp	C10H13N2O11P2	-3.0
dtdp4aaddg	C18H27N3O15P2	-2.0
dtdp4addg	C16H26N3O14P2	-1.0
dtdp4d6dg	C16H22N2O15P2	-2.0
dtdp4d6dm	C16H24N2O15P2	0.0
dtdpglu	C16H26N2O16P2	0.0
dtdprmn	C16H24N2O15P2	-2.0
dtmp	C10H13N2O8P	-2.0
dtocophe	C27H46O2	0.0
dtpcudcpp	C55H89O7P2	-3.0
dtt	C4H10O2S2	0.0
dttOX	C4H8O2S2	0.0
dttp	C10H13N2O14P3	-4.0
dudp	C9H11N2O11P2	-3.0
dump	C9H11N2O8P	-2.0
duri	C9H12N2O5	0.0
dutp	C9H11N2O14P3	-4.0
dxyl	C5H10O4	0.0
dxyl5p	C5H9O7P	-2.0
e4hglu	C5H8NO5	-1.0
e4p	C4H7O7P	-2.0
eaflatoxin	C17H12O7	0.0
eandrstrn	C19H28O3	0.0
ebastine	C32H39NO2	0.0
ebastineoh	C32H39NO3	0.0
eca2und	C103H162N6O37P2	-4.0
eca3und	C127H198N9O52P2	-5.0
eca4colipa	C272H451N14O160P4	-11.0
eca4und	C151H234N12O67P2	-6.0
ecaro	C40H56	0.0
ecgon	C9H15NO3	0.0
echin	C40H54O	0.0
ecto__L	C6H10N2O2	0.0
egly	C4H9NO2	0.0
egme	C10H18NO3	1.0
ei11ecoa	C41H68N7O17P3S	-4.0
eic21114tr	C20H33O2	-1.0
eicostet	C20H32O2	0.0
eicostetcoa	C41H62N7O17P3S	-4.0
eicostetcrn	C27H45NO4	0.0
eidi1114ac	C20H35O2	-1.0
eig3p	C6H9N2O6P	-2.0
eipencoa	C41H60N7O17P3S	-4.0
eitetcoa	C41H62N7O17P3S	-4.0
elaid	C18H33O2	-1.0
elaidcrn	C25H47NO4	0.0
enlipa	C112H204N3O42P3	-4.0
enter	C30H26N3O15	-1.0
eoaa	C4H2O5	-2.0
epist	C28H46O	0.0
epoxtac	C41H63NO14	0.0
ergst	C28H44O	0.0
ergst3glc	C34H54O6	0.0
ergtetrol	C28H42O	0.0
ertascb__D	C5H5O5	-1.0
eryth	C4H8O4	0.0
estradiol	C18H24O2	0.0
estradiolglc	C24H31O8	-1.0
estriol	C18H24O3	0.0
estriolglc	C24H31O9	-1.0
estrone	C18H22O2	0.0
estroneglc	C24H29O8	-1.0
estrones	C18H21O5S	-1.0
etha	C2H8NO	1.0
etham	C2H8NO	1.0
ethamp	C2H7NO4P	-1.0
ethmalac	C5H6O4	-2.0
ethmalcoa	C26H37N7O19P3S	-5.0
eths	C2H5O3S	-1.0
ethso3	C2H5O3S	-1.0
etoh	C2H6O	0.0
f1p	C6H11O9P	-2.0
f26bp	C6H10O12P2	-4.0
f2p	C6H11O9P	-2.0
f390a	C39H48N10O24P2	0.0
f390g	C39H48N10O25P2	0.0
f5hoxkyn	C10H12N2O3	0.0
f6p	C6H11O9P	-2.0
fad	C27H33N9O15P2	0.0
fadh2	C27H33N9O15P2	-2.0
fald	CH2O	0.0
fc1p	C6H12O8P	-1.0
fcl__L	C6H12O5	0.0
fdp	C6H14O12P2	0.0
fdxo_2_2	Fe2S2*	2.0
fdxox	Fe2S2*	2.0
fdxrd	Fe2S2*	1.0
fe2	Fe	2.0
fe3	Fe	3.0
fe3dcit	C12H22FeO14	0.0
fe3dhbzs	C10H10FeNO6	1.0
fe3hox	C9H23FeN3O6	2.0
fe3hox_un	C3H3N3O6*	-3.0
fecost	C28H46O	0.0
fecrm	C27H45FeN9O12	0.0
fecrm_un	C26H43N9O12	0.0
feenter	C30H27FeN3O15	0.0
feoxam	C25H45FeN6O8	0.0
fer	C10H9O4	-1.0
ferulcoa	C31H40N7O19P3S	-4.0
fgam	C8H15N2O9P	0.0
ficytC	C42H52FeN8O6S2	1.0
fldox	H*	0.0
fldrd	H*	0.0
fmettrna	C16H21N6O5S*	0.0
fmn	C17H21N4O9P	0.0
fmnh2	C17H21N4O9P	-2.0
fn2m2masn	C60H100N6O42	0.0
fna5moxam	C13H16N2O4	0.0
focytC	C42H52FeN8O6S2	0.0
focytc	C33H32FeN4O4	2.0
fol	C19H17N7O6	-2.0
for	CHO2	-1.0
forcoa	C22H32N7O17P3S	-4.0
forglu	C6H9N2O4	-1.0
formh4spt	C31H42N6O17P	-3.0
formmfr_b	C30H37N5O12	-2.0
fpram	C8H16N3O8P	0.0
fprica	C10H13N4O9P	-2.0
frdp	C15H25O7P2	-3.0
frmd	CH3NO	0.0
fru	C6H12O6	0.0
frulys	C12H25N2O7	1.0
frulysp	C12H25N2O10P	0.0
fruur	C6H10O7	0.0
fuc12gal14acglcgalgluside_hs	C51H89N2O27*	0.0
fuc132galacglcgal14acglcgalgluside_cho	C50H83N3O37*	0.0
fuc1p__L	C6H11O8P	-2.0
fuc__L	C6H12O5	0.0
fucacgalfucgalacglcgalgluside_hs	C65H112N3O36*	0.0
fucacngal14acglcgalgluside_cho	C62H106N3O35*	0.0
fucacngal14acglcgalgluside_hs	C62H106N3O35	-1.0
fucfuc12gal14acglcgalgluside_hs	C57H99N2O31*	0.0
fucfucgalacglc13galacglcgal14acglcgalgluside_cho	C85H145N4O51*	0.0
fucfucgalacglc13galacglcgal14acglcgalgluside_hs	C85H145N4O51*	0.0
fucfucgalacglcgal14acglcgalgluside_hs	C63H109N2O36*	0.0
fucfucgalacglcgalacglcgal14acglcgalgluside_cho	C85H145N4O51*	0.0
fucfucgalacglcgalacglcgal14acglcgalgluside_hs	C85H145N4O51*	0.0
fucfucgalacglcgalgluside_hs	C57H99N2O31*	0.0
fucgal14acglcgalgluside_cho	C36H60N2O27*	0.0
fucgalacgalfuc12gal14acglcgalgluside_hs	C71H122N3O41*	0.0
fucgalacglc13galacglcgal14acglcgalgluside_hs	C79H135N4O47*	0.0
fucgalacglcgal14acglcgalgluside_hs	C65H112N3O37*	0.0
fucgalacglcgalgluside_hs	C51H89N2O27*	0.0
fucgalfucgalacglcgalgluside_hs	C63H109N2O36*	0.0
fum	C4H2O4	-2.0
fusa	C31H47O6	-1.0
fut	C19H17N4O7	-1.0
fvs	C24H25FNNaO4	0.0
fvscoa	C45H61FN8NaO19P3S	0.0
fvsgluc	C30H33FNNaO10	0.0
fvstet	C17H13FNNaO2	0.0
fvstetglu	C23H21FNNaO8	0.0
g15lac	C6H10O6	0.0
g1p	C6H11O9P	-2.0
g1p_B	C6H11O9P	-2.0
g3p	C3H7O6P	0.0
g3pc	C8H20NO6P	0.0
g3pe	C5H14NO6P	0.0
g3pg	C6H15O8P	0.0
g3pi	C9H18O11P	-1.0
g3ps	C6H13NO8P	-1.0
g6p	C6H11O9P	-2.0
g6p_B	C6H11O9P	-2.0
ga	C7H5O5	-1.0
ga1_hs	C45H79N2O23*	0.0
ga2_hs	C39H69N2O18*	0.0
gagicolipa	C157H275N2O84P4	-7.0
gal	C6H12O6	0.0
gal14acglcgalgluside_hs	C45H79N2O23*	0.0
gal1p	C6H11O9P	-2.0
gal_bD	C6H12O6	0.0
galacgalfuc12gal14acglcgalgluside_hs	C65H112N3O37*	0.0
galacglc13galacglcgal14acglcgalgluside_hs	C74H128N4O43	0.0
galacglcgal14acglcgalgluside_hs	C73H125N4O43*	0.0
galacglcgalacglcgal14acglcgalgluside_hs	C73H125N4O43*	0.0
galacglcgalgbside_hs	C73H125N4O43*	0.0
galacglcgalgluside_hs	C45H79N2O23*	0.0
galam	C6H14NO5	1.0
galam6p	C6H13NO8P	-1.0
galct__D	C6H8O8	-2.0
galctn__D	C6H11O7	-1.0
galctn__L	C6H11O7	-1.0
galfuc12gal14acglcgalgluside_hs	C57H99N2O32*	0.0
galfucgalacglcgal14acglcgalgluside_cho	C71H122N3O42*	0.0
galfucgalacglcgalgluside_cho	C57H99N2O32*	0.0
galfucgalacglcgalgluside_hs	C57H99N2O32*	0.0
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs	C97H165N4O61*	0.0
galgbside_hs	C51H89N2O28*	0.0
galgluside_hs	C48H93NO8	0.0
galman	C18H32O16	0.0
galside_hs	C25H46NO8*	0.0
galt	C6H14O6	0.0
galt1p	C6H13O9P	-2.0
galur	C6H9O7	-1.0
gam	C6H14NO5	1.0
gam1p	C6H13NO8P	-1.0
gam6p	C6H13NO8P	-1.0
gar	C7H14N2O8P	-1.0
garagund	C77H125NO22P2	-2.0
gbbtn	C7H15NO2	-1.0
gbside_hs	C45H79N2O23*	0.0
gcald	C2H4O2	0.0
gcarote	C40H56	0.0
gchola	C26H42NO6	-1.0
gd1a_hs	C67H111N4O39*	-2.0
gd1b_hs	C67H111N4O39*	-2.0
gd2_hs	C61H101N4O34*	-2.0
gd3_hs	C53H88N3O29*	-2.0
gda1_hs	C67H111N4O39*	-2.0
gdbtal	C5H12N3O	1.0
gdchola	C26H42NO5	-1.0
gdp	C10H12N5O11P2	-3.0
gdpddman	C16H21N5O15P2	-2.0
gdpfuc	C16H25N5O15P2	0.0
gdpmann	C16H23N5O16P2	-2.0
gdpofuc	C16H23N5O15P2	0.0
gdptp	C10H12N5O20P5	-6.0
gfgaragund	C83H135NO27P2	-2.0
gg4abut	C9H15N2O5	-1.0
ggagicolipa	C163H285N2O89P4	-7.0
ggbutal	C9H16N2O4	0.0
ggdp	C20H33O7P2	-3.0
gggagicolipa	C169H295N2O94P4	-7.0
gggp	C23H39O6P	-2.0
ggl	C9H18O8	0.0
ggn	C6H11O5	0.0
ggptrc	C9H20N3O3	1.0
ghb	C3H7O5S	-1.0
gicolipa	C151H265N2O79P4	-7.0
glac	C6H8O6	0.0
glc1man	C12H22O11	0.0
glc3meacp	C14H17NO9	0.0
glc__D	C6H12O6	0.0
glcglyc	C9H18O8	0.0
glcglycp	C9H19O11P	0.0
glcn	C6H11O7	-1.0
glcn__D	C6H11O7	-1.0
glcr	C6H8O8	-2.0
glcur	C6H9O7	-1.0
glcur1p	C6H10O10P	-1.0
gln__L	C5H10N2O3	0.0
glnasngln	C14H24N6O7	0.0
glnhishis	C17H24N8O5	0.0
glnhislys	C17H28N7O5	-1.0
glnlyslys	C17H33N6O5	-1.0
glnlystrp	C22H31N6O5	-1.0
glnproglu	C15H23N4O7	-1.0
glntrna	C15H21N7O5*	1.0
glntrpglu	C21H26N5O7	-1.0
glntyrleu	C20H30N4O6	0.0
glu1sa	C5H9NO3	0.0
glu5p	C5H8NO7P	-2.0
glu5sa	C5H9NO3	0.0
glu__D	C5H8NO4	-1.0
glu__L	C5H8NO4	-1.0
gluala	C8H14N2O5	0.0
gluargleu	C17H32N6O6	0.0
gluasnleu	C15H25N4O7	-1.0
glucys	C8H13N2O5S	-1.0
gluglu	C10H14N2O7	-2.0
gluilelys	C17H32N4O6	0.0
gluleu	C11H19N2O5	-1.0
glumet	C10H17N2O5S	-1.0
glumethis	C16H24N5O6S	-1.0
gluside_hs	C25H46NO8*	0.0
glutacoa	C26H35N7O19P3S	-5.0
glutar	C5H6O4	-2.0
glutcoa	C26H37N7O19P3S	-5.0
glutcon	C5H4O4	-2.0
gluthr	C9H15N2O6	-1.0
gluthrlys	C15H28N4O7	0.0
glutrna	C15H19N6O6*	0.0
glutrpala	C19H24N4O6	0.0
glx	C2HO3	-1.0
gly	C2H5NO2	0.0
gly_gln__L	C7H13N3O4	0.0
gly_leu__L	C8H16N2O3	0.0
gly_met__L	C7H14N2O3S	0.0
glyald	C3H6O3	0.0
glyb	C5H11NO2	0.0
glyc	C3H8O3	0.0
glyc1p	C3H7O6P	-2.0
glyc2p	C3H7O6P	-2.0
glyc3p	C3H7O6P	-2.0
glyc__R	C3H5O4	-1.0
glyc__S	C3H6O4	0.0
glyclt	C2H3O3	-1.0
glycogen	C24H42O21	0.0
glygly	C4H8N2O3	0.0
glyhisasn	C12H18N6O5	0.0
glyhislys	C14H25N6O4	1.0
glyleu	C8H16N2O3	0.0
glylyscys	C11H23N4O4S	1.0
glylysphe	C17H27N4O4	1.0
glyphe	C11H14N2O3	0.0
glypro	C7H12N2O3	0.0
glysar	C5H10N2O3	0.0
glytrna	C12H15N6O4*	0.0
glytyrlys	C17H27N4O5	1.0
glyvalhis	C13H21N5O4	0.0
glz	C15H21N3O3S	0.0
gm1_hs	C56H95N3O31*	-1.0
gm1a_hs	C56H96N3O31*	0.0
gm1b_hs	C56H95N3O31*	-1.0
gm2_hs	C50H85N3O26*	-1.0
gm3_hs	C42H72N2O21*	-1.0
gmhep17bp	C7H12O13P2	-4.0
gmhep1p	C7H14O10P	-1.0
gmhep7p	C7H15O10P	0.0
gmp	C10H12N5O8P	-2.0
gp1calpha_cho	C100H159N7O63*	-5.0
gp1calpha_hs	C89H147N6O55*	0.0
gp4g	C20H24N10O21P4	-4.0
gpail_hs	C17H28NO17P*	0.0
gq1b_hs	C89H143N6O55*	-4.0
gq1balpha_cho	C89H143N6O55*	-4.0
gq1balpha_hs	C89H143N6O55*	-4.0
gq1c_cho	C89H143N6O55*	-4.0
grdp	C10H17O7P2	-3.0
grxox	C6H7NO2S2*	0.0
grxrd	C6H9NO2S2*	0.0
gsn	C10H13N5O5	0.0
gt1a_cho	C78H127N5O47*	-3.0
gt1a_hs	C78H127N5O47*	-3.0
gt1alpha_cho	C78H127N5O47*	-3.0
gt1alpha_hs	C78H127N5O47*	-3.0
gt1b_hs	C78H127N5O47*	-3.0
gt1c_cho	C78H127N5O47*	-3.0
gt2_hs	C72H117N5O42*	-3.0
gt3_hs	C64H104N4O37*	-3.0
gthox	C20H30N6O12S2	-2.0
gthrd	C10H16N3O6S	-1.0
gtp	C10H12N5O14P3	-4.0
gtspmd	C17H36N6O5S	2.0
gua	C5H5N5O	0.0
gudac	C3H7N3O2	0.0
gullac	C6H10O6	0.0
guln__L	C6H11O7	-1.0
h	H	1.0
h2	H2	0.0
h2acon_C	C8H10O6	0.0
h2co3	CHO3	-1.0
h2mb4p	C5H9O8P2	-3.0
h2mpt	C30H40N6O16P	-3.0
h2o	H2O	0.0
h2o2	H2O2	0.0
h2s	HS	-1.0
h3acon_C	C9H12O6	0.0
h4mpt	C30H42N6O16P	-3.0
h4spt	C35H48N7O19P	-4.0
hLkynr	C10H12N2O4	0.0
ha	C28H44N2NaO23	1.0
ha_pre1	C14H20NO11	-1.0
hacolipa	C192H337N2O101P4	-7.0
hacon_C	C7H5O6	-3.0
hacon_T	C7H8O6	0.0
halipa	C126H228N2O40P2	-4.0
hatrz	C8H15N5O	0.0
hcarn	C10H16N4O3	0.0
hcit	C7H7O7	-3.0
hco3	CHO3	-1.0
hcoumarin	C9H6O3	0.0
hcys__L	C4H9NO2S	0.0
hdca	C16H31O2	-1.0
hdcea	C16H29O2	-1.0
hdcecrn	C23H43NO4	0.0
hdcoa	C37H60N7O17P3S	-4.0
hdd2coa	C37H60N7O17P3S	-4.0
hdd2crn	C23H43NO4	0.0
hdeACP	C27H49N2O8PS*	-1.0
hemeA	C49H56FeN4O6	0.0
hemeO	C49H58FeN4O5	0.0
hepcoa	C28H44N7O17P3S	-4.0
hepdeceth	C19H39NO2	0.0
hestratriol	C18H24O3	0.0
hexACP	C6H11OS*	0.0
hexacp	C17H31N2O8PS*	-1.0
hexc	C26H51O2	-1.0
hexccoa	C47H82N7O17P3S	-4.0
hexccrn	C33H65NO4	0.0
hexddcoa	C37H58N7O17P3S	-4.0
hexde7coa	C37H60N7O17P3S	-4.0
hexdeceeth	C18H37NO2	0.0
hexdectecoa	C37H54N7O17P3S	-4.0
hexdiac	C16H28O4	-2.0
hexdicoa	C37H59N7O19P3S	-5.0
hexdp	C30H49O7P2	-3.0
hexdpencoa	C37H52N7O17P3S	-4.0
hexdtr	C16H25O2	-1.0
hexdtrcoa	C37H56N7O17P3S	-4.0
hexe3coa	C27H40N7O17P3S	-4.0
hexgly	C8H15NO3	0.0
hexs	C6H13O3S	-1.0
hg2	Hg	2.0
hgentis	C8H7O4	-1.0
hhlipa	C124H220N2O51P2	-6.0
hhxdcal	C16H32O2	0.0
hicit	C7H7O7	-3.0
his__L	C6H9N3O2	0.0
hisargcys	C15H25N8O4S	-1.0
hisargser	C15H27N8O5	1.0
hisasp	C10H13N4O5	-1.0
hiscyscys	C12H19N5O4S2	0.0
hisglnala	C14H22N6O5	0.0
hisglu	C11H15N4O5	-1.0
hisglugln	C16H23N6O7	-1.0
hisglylys	C18H32N7O4	-1.0
hishislys	C18H27N8O4	-1.0
hislysala	C15H27N6O4	1.0
hislysglu	C17H28N6O6	0.0
hislysile	C18H31N6O4	-1.0
hislysthr	C16H29N6O5	1.0
hislysval	C17H29N6O4	-1.0
hismet	C11H18N4O3S	0.0
hismetgln	C16H26N6O5S	0.0
hisp	C6H11N3O4P	-1.0
hisphearg	C21H31N8O4	1.0
hisprolys	C17H29N6O4	1.0
hista	C5H10N3	1.0
histd	C6H12N3O	1.0
histrna	C16H19N8O4*	0.0
histrphis	C23H26N8O4	0.0
hkndd	C9H8O6	-2.0
hkntd	C9H8O6	0.0
hlipa	C117H208N2O45P2	-6.0
hmbil	C40H38N4O17	-8.0
hmcarn	C10H16N4O3	0.0
hmccm	C7H8O5	0.0
hmccms	C7H8O4	0.0
hmcr	C7H15N3O3	0.0
hmfurn	C5H6O3	0.0
hmgcoa	C27H39N7O20P3S	-5.0
hmgth	C11H18N3O7S	-1.0
hmppp9	C35H33MgN4O5	-1.0
hnifedipine	C19H28O3	0.0
hom__L	C4H9NO3	0.0
homoval	C9H9O4	-1.0
hop	C3H3O4	-1.0
houdic	C5H5N4O5	-1.0
hpa	C7H13O2	-1.0
hpal	C7H14O	0.0
hpdca	C17H33O2	-1.0
hpdcacoa	C38H64N7O17P3S	-4.0
hpdcacrn	C24H47NO4	0.0
hpdcal	C17H34O	0.0
hpdece	C15H28O2	0.0
hpdececoa	C36H58N7O17P3S	-4.0
hpglu	C29H33N9O12	-4.0
hphhlipa	C131H231N2O60P3	-8.0
hpyr	C3H3O4	-1.0
hqn	C6H6O2	0.0
hretn	C20H27O3	-1.0
hs	C79H114N5O102S12	-13.0
hspmd	C8H24N3	3.0
htaxol	C47H51NO15	0.0
hx2coa	C27H40N7O17P3S	-4.0
hxa	C6H11O2	-1.0
hxal	C6H12O	0.0
hxan	C5H4N4O	0.0
hxcoa	C27H42N7O17P3S	-4.0
hxdcal	C16H32O	0.0
hyptaur	C2H7NO2S	0.0
i	I	-1.0
iacgam	C14H25NO11	0.0
iad	C10H10N2O	0.0
iamac	C7H14O2	0.0
iamoh	C5H12O	0.0
iasp	C4H3NO4	-2.0
ibcoa	C25H38N7O17P3S	-4.0
ibt	C4H7O2	-1.0
ibupgluc	C19H26O8	0.0
ibutac	C6H12O2	0.0
ibutoh	C4H10O	0.0
ichor	C10H8O6	-2.0
icit	C6H5O7	-3.0
icolipa	C145H255N2O74P4	-7.0
id3acald	C10H9NO	0.0
idon__L	C6H11O7	-1.0
idour	C6H9O7	-1.0
idp	C10H11N4O11P2	-3.0
igam	C12H24NO10	1.0
ile__L	C6H13NO2	0.0
ileargile	C18H37N6O4	1.0
ileasnhis	C16H26N6O5	0.0
ileasp	C10H17N2O5	-1.0
ileglnglu	C16H27N4O7	-1.0
ileglyarg	C14H29N6O4	1.0
ileprolys	C17H33N4O4	1.0
ileserarg	C15H31N6O5	1.0
iletrna	C16H24N6O4*	1.0
iletrptyr	C26H32N4O5	0.0
im4ac	C5H5N2O2	-1.0
im4act	C5H6N2O	0.0
imacp	C6H7N2O5P	-2.0
imp	C10H11N4O8P	-2.0
imzacd	C5H6N2O	0.0
ind3ac	C10H8NO2	-1.0
ind3acnl	C10H8N2	0.0
ind3eth	C10H11NO	0.0
ind56qn	C8H5NO2	0.0
indole	C8H7N	0.0
indpyr	C11H8NO3	-1.0
inoshp	C6H6O24P6	-12.0
inospp1	C6H7O21P5	-10.0
inost	C6H12O6	0.0
ins	C10H12N4O5	0.0
iodine	I2	0.0
ipdp	C5H9O7P2	-3.0
isetac	C2H5O4S	-1.0
isolvstacid	C24H38O7	0.0
istnt	C2H5O4S	-1.0
itaccoa	C26H35N7O19P3S	-5.0
itacon	C5H4O4	-2.0
itp	C10H11N4O14P3	-4.0
ivcoa	C26H40N7O17P3S	-4.0
ivcrn	C12H23NO4	0.0
k	K	1.0
kdn	C9H15O9	-1.0
kdnp	C9H14O12P	-3.0
kdo	C8H13O8	-1.0
kdo2lipid4	C84H148N2O37P2	-6.0
kdo2lipid4b	C100H178N2O38P2	-6.0
kdo2lipid4p	C100H178N2O38P2	-4.0
kdo8p	C8H12O11P	-3.0
kdolipid4	C76H137N2O30P2	-5.0
kphphhlipa	C139H241N2O70P4	-11.0
ksi	C28H48N2O32S4	0.0
kynate	C10H6NO3	-1.0
l2xser	C21H34N2O17*	0.0
lac__D	C3H5O3	-1.0
lac__L	C3H5O3	-1.0
lald__D	C3H6O2	0.0
lald__L	C3H6O2	0.0
lanost	C30H50O	0.0
lcts	C12H22O11	0.0
leu__L	C6H13NO2	0.0
leualaarg	C15H31N6O4	1.0
leuasnasp	C14H23N4O7	-1.0
leuasplys	C16H30N4O6	0.0
leugly	C8H16N2O3	0.0
leuktrA4	C20H29O3	-1.0
leuktrB4	C20H31O4	-1.0
leuktrB4wcooh	C20H28O6	-2.0
leuktrB4woh	C20H31O5	-1.0
leuktrC4	C30H45N3O9S	-2.0
leuktrD4	C25H39N2O6S	-1.0
leuktrF4	C28H42N2O8S	-2.0
leuleu	C12H24N2O3	0.0
leuleutrp	C23H34N4O4	0.0
leupro	C11H20N2O3	0.0
leuproarg	C17H33N6O4	1.0
leusertrp	C20H27N4O5	-1.0
leutrna	C16H24N6O4*	1.0
leutrp	C17H23N3O3	0.0
leutrparg	C23H36N7O4	1.0
leutyrtyr	C24H31N3O6	0.0
leuval	C11H22N2O3	0.0
lgnc	C24H47O2	-1.0
lgnccoa	C45H78N7O17P3S	-4.0
lgnccrn	C31H64NO3	1.0
lgt__S	C13H20N3O8S	-1.0
lido	C14H22N2O	0.0
limnen	C10H16	0.0
lineth	C20H37NO2	0.0
lipa	C110H196N2O39P2	-6.0
lipa_cold	C114H204N2O39P2	-4.0
lipidA	C68H126N2O23P2	-4.0
lipidA_HP	C68H127N2O20P	-2.0
lipidAds	C68H127N2O20P	-2.0
lipidX	C34H64NO12P	-2.0
lipoate	C8H13O2S2	-1.0
lneldc	C18H32O2	0.0
lneldccoa	C39H62N7O17P3S	-4.0
lneldccrn	C25H45NO4	0.0
lnlc	C18H31O2	-1.0
lnlcACP	C18H31OS*	0.0
lnlccoa	C39H66N7O17P3S	0.0
lnlccrn	C25H45NO4	0.0
lnlnca	C18H29O2	-1.0
lnlncacoa	C39H60N7O17P3S	-4.0
lnlncacrn	C25H43NO4	0.0
lnlncg	C18H29O2	-1.0
lnlncgcoa	C39H60N7O17P3S	-4.0
lnlncgcrn	C25H43NO4	0.0
loroxan	C40H56O3	0.0
lpam	C8H15NOS2	0.0
lpchol_hs	C9H19NO7P*	0.0
lpp	C308H528O99N87S2	0.0
lppg	C13H16N5O13P2	-3.0
lpro	C8H14NOS2*	0.0
lst4exp	C22H21ClN6O2	0.0
lstn	C22H23ClN6O	0.0
lstn1gluc	C28H31ClN6O7	0.0
lstnm1	C22H23ClN6O2	0.0
lstnm2	C22H23ClN6O2	0.0
lstnm4	C28H29ClN6O8	0.0
lstnm5	C22H23ClN6O2	0.0
lstnm7	C28H31ClN6O7	0.0
lthstrl	C27H46O	0.0
lum3	C27H44O	0.0
lvst	C24H36O5	0.0
lvstacid	C24H38O6	0.0
lys__D	C6H15N2O2	1.0
lys__L	C6H15N2O2	1.0
lysargleu	C18H36N7O4	-1.0
lyscyshis	C15H27N6O4S	1.0
lysglnphe	C20H32N5O5	1.0
lysgluglu	C27H45N7O12	-2.0
lyslyslys	C18H41N6O4	3.0
lyspheile	C21H35N4O4	1.0
lystrna	C16H26N7O4*	2.0
lystrparg	C23H35N8O4	-1.0
lystyrile	C21H35N4O5	1.0
lysvalphe	C20H31N4O4	-1.0
lysvaltrp	C22H34N5O4	1.0
lyx__L	C5H10O5	0.0
lyxnt	C5H10O6	0.0
m1mpdol_U	C53H92N2O27P2	0.0
m1ocdca	C19H38O2	0.0
m2mn	C26H45NO21	0.0
m4mpdol_U	C71H120N2O42P2	-2.0
m8mpdol_U	C95H162N2O62P2	0.0
m_tol	C8H8O2	0.0
m_xyl	C8H10	0.0
macchitppdol	C47H80N2O22P2	-2.0
mag_hs	C4H7O4*	0.0
magarachi_hs	C23H38O4	0.0
maglinl_hs	C21H38O4	0.0
magole_hs	C21H40O4	0.0
magpalm_hs	C19H38O4	0.0
magste_hs	C21H42O4	0.0
malACP	C3H3O3S*	0.0
mal__D	C4H4O5	-2.0
mal__L	C4H4O5	-2.0
malcoa	C24H33N7O19P3S	-5.0
malcoame	C25H36N7O19P3S	-4.0
male	C4H2O4	-2.0
malm	C4H4NO3	-1.0
malt	C12H22O11	0.0
malt6p	C12H21O14P	-2.0
malthp	C42H72O36	0.0
malthx	C36H62O31	0.0
maltpt	C30H52O26	0.0
malttr	C18H32O16	0.0
maltttr	C24H42O21	0.0
man	C6H12O6	0.0
man1p	C6H13O9P	0.0
man6p	C6H13O9P	0.0
man6pglyc	C9H15O12P	-2.0
mana	C6H11O7	-1.0
manglyc	C9H15O9	-1.0
manmi1p__D	C12H21O14P	-2.0
manttr	C24H42O21	0.0
mcbtt	C47H77N5O10	0.0
mcom	C3H7O3S2	-1.0
mdhdhf	C5H8O4	0.0
mdz	C18H13ClFN3	0.0
mdzglc	C24H22ClFN3O6	1.0
meglyxyl	C12H18N2O	0.0
melanin	C18H10N2O4	0.0
melatn	C13H16N2O2	0.0
melib	C12H22O11	0.0
menylh4spt	C31H41N6O16P	-2.0
meoh	CH4O	0.0
mepi	C10H15NO3	0.0
meracmp	C13H16N2O5S	0.0
mercplac	C3H6O3S	0.0
mercplaccys	C6H11NO5S2	0.0
mercppyr	C3H3O3S	-1.0
mergtrol	C29H46O	0.0
mescoa	C26H35N7O19P3S	-5.0
mescon	C5H4O4	-2.0
met__D	C5H11NO2S	0.0
met__L	C5H11NO2S	0.0
metargleu	C17H35N6O4S	1.0
metasntyr	C18H26N4O6S	0.0
metglntyr	C19H28N4O6S	0.0
metglyarg	C13H27N6O4S	1.0
methf	C20H20N7O6	-1.0
methislys	C17H31N6O4S	1.0
methsucc	C5H8O4	0.0
methsuccoa	C26H37N7O19P3S	-5.0
metmetile	C16H31N3O4S2	0.0
metphearg	C20H33N6O4S	1.0
metsox_R__L	C5H11NO3S	0.0
metsox_S__L	C5H11NO3S	0.0
mettrna	C15H22N6O4S*	1.0
mettrpphe	C25H30N4O4S	0.0
mevR	C6H11O4	-1.0
mev__R	C6H11O4	-1.0
mfor	C2H4O2	0.0
mfr_b	C34H40N4O15	-4.0
mg2	Mg	2.0
mh4spt	C36H50N7O19P	-4.0
mhglz	C15H21N3O4S	0.0
mhista	C6H12N3	1.0
mi13456p	C6H7O21P5	-10.0
mi1345p	C6H8O18P4	-8.0
mi1346p	C6H8O18P4	-8.0
mi134p	C6H9O15P3	-6.0
mi13p	C6H10O12P2	-4.0
mi1456p	C6H8O18P4	-8.0
mi145p	C6H9O15P3	-6.0
mi14p	C6H10O12P2	-4.0
mi1p__D	C6H11O9P	-2.0
mi3456p	C6H8O18P4	-8.0
mi34p	C6H10O12P2	-4.0
mi4p__D	C6H11O9P	-2.0
micit	C7H7O7	-3.0
